Datum,Ende,Ort,Thema
2021-08-27,2021-08-27,Bahnhofsvorplatz,Bremen zeigt Flagge
2021-08-28,2021-08-28,Aufzug,"Für die Rechte von Schwulen, Lesben, Bisexuellen, Transgendern, intersexuellen und queeren Menschen"
2021-08-28,2021-08-28,Osterdeichwiese,Tierrechte
2021-08-28,2021-08-28,HBF - Violenstr. - Altenwall,Afghanistan
2021-08-28,2021-08-28,Neustadtswallanlagen,Perspektiven des Queerfeminismus auf die Bundestagswahl
2021-08-28,2021-08-28,Grasmarkt vor den Treppen des Bremer Doms,Frieden im Nahen Osten
2021-08-29,2021-08-29,Präsident-Kennedy-Platz,Gedenken an Habil Kilic
2021-08-29,2021-08-29,Marktplatz,Deutschland zukunftsfähig umbauen - Der ÖDP-Bauwagen in Bremen
2021-08-30,2021-08-30,Marktplatz,"Generationengerechtigkeit, Klimakrise"
2021-08-31,2021-08-31,Marktplatz,Wahlkundgebung
2021-09-02,2021-09-02,Marktplatz,Mahnwache für Frieden Versöhnung und Abrüstung
2021-09-02,2021-09-02,Osterdeichwiese ,Situation in Afghanistan und wie geholfen werden kann
2021-09-04,2021-09-04,Grasmarkt,Frieden im Nahen Osten
2021-09-04,2021-09-04,Marktplatz,"Antiverschwurbelte Aktion: wer sich nicht impfen lässt, wird gegendert"
2021-09-04,2021-09-04,Bahnhofsvorplatz,gegen die Belagerung von Zivilisten in der Stadt Daraa Syrien
2021-09-04,2021-09-04,Grasmarkt,Alt sein heißt nicht stumm sein - Wir stehen hier mit Maske und halten Abstand für die gleichen Rechte aller Menschen - Die Demokratie ist weiblich
2021-09-06,2021-09-06,Mitarbeiterparkplatz,aktive Mittagpause KAEFER
2021-09-06,2021-09-06,Marktplatz,Klimaschutz Initiierung der Klimawette
2021-09-07,2021-09-07,Hollerallee 77 (Chapeau la Vache),Stopfleber
2021-09-07,2021-09-07,Marktplatz,Bundestagswahlveranstaltung - Deutschlandtour Habeck
2021-09-08,2021-09-08,Fahrraddemonstration,Straßenbahnausbau und ticketloser ÖPNV
2021-09-09,2021-09-09,Pusdorfer Marktplatz,Gedenken an Enver Simsek
2021-09-09,2021-09-09,Marktplatz,Mahnwache für Frieden Versöhnung und Abrüstung
2021-09-10,2021-09-10,Gatehouse 1 Bremerhaven,"Nur noch Krisen, eine Lösung: Sozialismus"
2021-09-10,2021-09-10,Linienstraße / Vor dem Steintor,Wir leben hier
2021-09-10,2021-09-10,Gerhard-Rohlfs-Straße,976. Friedenskundgebung
2021-09-11,2021-09-11,Marktplatz,"Freispruch für die mehr als 3000 katalanischen Aktivist*innen, die aufrgrund ihrer pol. Meinung von der span. Justiz verfolgt werden"
2021-09-11,2021-09-11,Wochenmarkt Huchting Heinrich-Plett-Allee,Klimakatastophe
2021-09-11,2021-09-11,Delmemarkt,Klimakatastophe
2021-09-11,2021-09-11,Marktplatz,Aktion zum Tag der Wohnungslosen (Schwerpunktthema: Housing First)
2021-09-11,2021-09-11,Domsheide,Solidarität mit den Palästinensischen Gefangenen
2021-09-11,2021-09-11,Marktplatz,Erläuterung des Wahlprogramms
2021-09-12,2021-09-12,Fahrraddemo ,Mit dem Fahrrad zur Verkehrswende
2021-09-13,2021-09-13,Marktplatz,Demokratie durch Expertise und die Zerstörung des Profitlobbysmus retten
2021-09-14,2021-09-14,Grasmarkt,"Wir befürchten nicht die Rückkehr der Faschisten, sondern die Rückkehr der Faschisten in der Maske der Demokratie"
2021-09-14,2021-09-14,Markt an der Norderländer Straße,Klimakatastophe
2021-09-14,2021-09-14,Marktplatz,Bundestagswahlkampf
2021-09-15,2021-09-15,Aufzug: Obernstraße,Nachhaltigkeit - Ein Zeichen gegen Fastfashion
2021-09-15,2021-09-15,Marktplatz,Mahnwache
2021-09-15,2021-09-15,Marktplatz,Tierversuche an der Bremer Uni
2021-09-15,2021-09-15,Marktplatz,Studierende der Sozialen Arbeit protestieren für eine Vergütung im Praxissemester
2021-09-16,2021-09-16,Marktplatz,Wahlkundgebung Bundestagswahl 2021
2021-09-16,2021-09-16,Marktplatz,Mahnwache für Frieden Versöhnung und Abrüstung
2021-09-17,2021-09-17,Vahrerstr.145 (Parkbucht),Aktion Autofreier StadtTraum
2021-09-17,2021-09-17,Domsheide vor Hausnummer 8,Rüstungshochburg Bremen
2021-09-17,2021-09-17,Vorplatz Airbusallee 1,Warnstreik
2021-09-19,2021-09-19,Humboldstraße 5,Parking Day 2021
2021-09-17,2021-09-17,Gerhard-Rohlfs-Straße,977. Friedenskundgebung
2021-09-18,2021-09-18,Wochenmarkt Huchting Heinrich-Plett-Allee,Klimakatastophe
2021-09-18,2021-09-18,Vor den Domtreppen des Bremer Doms,Flashmob
2021-09-18,2021-09-18,Delmemarkt,Klimakatastophe
2021-09-18,2021-09-18,Rudolf-Hilferding-Platz,Entgeltlichkeit in der Bremer Straßenreinigung
2021-09-18,2021-09-18,Aufzug,Papers for all
2021-09-18,2021-09-18,Domsheide (vor der Glocke),Forderung aus frauenpolitischer Sicht zur Bundestagswahl
2021-09-19,2021-09-19,Aufzug - Fahrraddemo,2. Kidicall Mass
2021-09-23,2021-09-23,Marktplatz,Mahnwache für Frieden Versöhnung und Abrüstung
2021-09-24,2021-09-24,Gerhard-Rohlfs-Straße,978. Friedenskundgebung
2021-09-30,2021-09-30,Marktplatz,Mahnwache für Frieden Versöhnung und Abrüstung
2021-08-12,2021-08-12,Aufzug,Videoüberwachung im öffentlichen Raum
2021-08-14,2021-08-14,Aufzug,Solidarität statt Massenmord
2021-10-15,2021-10-15,Domsheide vor Hausnummer 8,Rüstungshochburg Bremen
2021-09-18,2021-09-18,Ostertorsteinweg,"60 Jahre Amnesty International, bedrohte Menschenrechtler:innen"
2021-09-18,2021-09-18,Aufzug,Benefiz-Biker Tour
2021-09-21,2021-09-21,Marktplatz,Public Mic/Sprachrohr Bremen
2021-09-21,2021-09-21,Grasmarkt,"Wir befürchten nicht die Rückkehr der Faschisten, sondern die Rückkehr der Faschisten in der Maske der Demokratie"
2021-09-23,2021-09-23,Goethe-Platz,Europa und Bundespolitik
2021-09-24,2021-09-24,Marktplatz,Weltklimastreiktag für mehr Klimaschutz
2021-09-24,2021-09-24,Aufzug,8. globaler Klimastreik
2021-09-24,2021-09-24,Marktplatz,Deutschland vor der Entscheidung - jetzt hilft nur noch die AfD
2021-09-24,2021-09-24,Platz rechts neben der Glocke,Politische Gefangene
2021-09-25,2021-09-25,Wartburgplatz Walle,"Wenn Hoffnung bleibt, gibt es Zukunft"
2021-09-25,2021-09-25,Gerhard-Rohlfs-Straße,Mahnwache gegen Parteistände
2021-09-25,2021-09-25,Aufzug,Keine Verlängerung der Affenversuche an der Universität Bremen
2021-09-25,2021-09-25,Wartburgplatz,Bundestagswahl 2021
2021-09-25,2021-09-25,Bahnhofsvorplatz Vegesack,Gedenken an die Opfer von Rassismus und Rechtsterrorismus
2021-09-26,2021-09-26,Platz rechts neben der Glocke,Gewaltlosigkeit
2021-09-30,2021-09-30,Veranstaltungsfläche vor dem Hauptbahnhof,Giftgasangriffe der türlischen Armee
2021-10-01,2021-10-01,Fläche vor dem Überseemuseum,Internationaler Tag der älteren Generationen - Eine Rente für alle
2021-10-01,2021-10-01,Gerhard-Rohlfs-Straße,979. Friedenskundgebung
2021-10-02,2021-10-02,Platz rechts neben der Glocke,Alt sein heißt nicht stumm sein - Wir stehen hier mit Maske und halten Abstand für die gleichen Rechte aller Menschen - Die Demokratie ist weiblich
2021-10-02,2021-10-02,Aufzug,Papers For All!
2021-10-02,2021-10-02,Goetheplatz,Gedenktag der Psychiatrie-Toten
2021-10-02,2021-10-02,Grünfläche vor dem Überseemuseum,Sei eine Stimme
2021-10-03,2021-10-03,Schönhausenstraße/Ecke Horner Straße,Wir haben Enteignungsbedarf - Mietkündigung verhindern!
2021-10-03,2021-10-03,Marktplatz Berliner Freiheit,Tafel der Demokratie
2021-10-04,2021-10-04,Marktplatz,Probleme und Widersprüche in der Politik der Bundes- und Länderregierungen
2021-10-06,2021-10-06,Veranstaltungsfläche vor dem Hauptbahnhof,Schluss mit der Bombardierung von Schingal der türkischen Armee
2021-10-07,2021-10-07,Marktplatz,"Frieden, Versöhnung und Abrüstung"
2021-10-08,2021-10-08,Gerhard-Rohlfs-Straße,980. Friedenskundgebung
2021-10-09,2021-10-09,Marktplatz,Warnstreik Tarifrunde im Einzelhandel Bremen/Nordniedersachsen
2021-10-09,2021-10-09,Veranstaltungsfläche vor dem Hauptbahnhof,Entgeltgleichheit bei der Bremer Straßenreinigung
2021-10-09,2021-10-09,Marktplatz,Verfolgung und Organraub an Falun-Dafa-Praktizierenden in China!Sag Nein zur KP Chinas
2021-10-09,2021-10-09,Hanseatenhof,Tierrechte
2021-10-10,2021-10-10,Liegnitzstr. 12/Ecke Leuthenerstraße,Miete und Enteignung von Wohnungsbaugesellschaften
2021-10-12,2021-10-12,Domshof,Landesaufnahmeprogramm Afghanistan
2021-10-14,2021-10-14,Grasmarkt,Affenversuche an der Universität Bremen
2021-10-14,2021-10-14,Liebfrauenkirchhof/Ecke Sögestr.,"Frieden, Versöhnung und Abrüstung"
2021-10-15,2021-10-15,Platz rechts neben der Glocke,Botschaft der Bibel in Bezug auf unser Grundgestz (eine ermutigende Kundgebung zur Bewahrung und Förderung der christlichen Grundwerte)
2021-10-15,2021-10-15,Gerhard-Rohlfs-Straße,981. Friedenskundgebung
2021-10-16,2021-10-16,Veranstaltungsfläche vor dem Hauptbahnhof,"Gibt es Hoffnung für die Welt, Hoffnung für den Menschen??"
2021-10-19,2021-10-19,Aufzug,Wanrstreik in der Finanzdienstleistungsbranche
2021-10-21,2021-10-21,Liebfrauenkirchhof/Ecke Sögestr.,"Frieden, Versöhnung und Abrüstung"
2021-10-22,2021-10-22,Gerhard-Rohlfs-Straße,982. Friedenskundgebung
2021-10-22,2021-10-22,Lloydpassage,Nachhaltigkeit - Ein Zeichen gegen Fastfashion
2021-10-23,2021-10-23,Hanseatenhof,Tierschutz
2021-10-26,2021-10-26,Hollerallee 77 (Chapeau la Vache),Stopfleber
2021-10-27,2021-10-27,Contrescarpe,Tierversuche an der Uni Bremen
2021-10-28,2021-10-28,Liebfrauenkirchhof/Ecke Sögestr.,"Frieden, Versöhnung und Abrüstung"
2021-10-29,2021-10-29,Domshof,Weltspartag
2021-10-29,2021-10-29,Gerhard-Rohlfs-Straße,983. Friedenskundgebung
2021-10-29,2021-10-29,"Airbus, ArcelorMittal, Mercedes",Tarifstreik
2021-10-29,2021-10-29,Obernstraße,Botschaft der Bibel in Bezug auf unser Grundgestz (eine ermutigende Kundgebung zur Bewahrung und Förderung der christlichen Grundwerte)
2021-10-30,2021-10-30,Ulrichsplatz,Aktuelle Fälle von Menschenrechtsverletzungen
2021-10-30,2021-10-30,Aufzug ,Klimaschutz
2021-11-01,2021-11-01,Marktplatz,Probleme und Widersprüche in der Politik der Bundes- und Länderregierungen
2021-11-03,2021-11-03,Woltmershauser Str. ,Verkehrswende: Tempo 30 & Zebrastreifen Aktion
2021-11-05,2021-11-05,Gerhard-Rohlfs-Straße,Friedenskundgebung
2021-11-05,2021-11-05,Woltmershauser Str. ,Verkehrswende: Tempo 30 & Zebrastreifen Aktion
2021-11-04,2021-11-04,Marktplatz,"Frieden, Versöhnung und Abrüstung"
2021-11-06,2021-11-06,Hanseatenhof,Tierrechte
2021-11-06,2021-11-06,Platz rechts neben der Glocke,Alt sein heißt nicht stumm sein - Wir stehen hier mit Maske und halten Abstand für die gleichen Rechte aller Menschen - Die Demokratie ist weiblich
2021-11-06,2021-11-06,Marktpatz,Affenversuche in Bremen
2021-11-06,2021-11-06,Delmemarkt,Kohle Abbau
2021-11-06,2021-11-06,Domtreppen,Palästina Mahnwache
2021-11-06,2021-11-06,Aufzug,Unverhältnismäßige Hausdurchsuchungen der Polizei Bremen am 04.11.21
2021-11-06,2021-11-06,Marktplatz,Weltklimatag
2021-11-08,2021-11-08,Fläche vor dem Hauptbahnhof,Mahnwache - Jahrestag der Befreiung des Gebietes Berg-Karabach
2021-11-09,2021-11-09,Jacob-Wolff-Platz,Gedenken an Opfer der Reichsprogromnacht
2021-11-09,2021-11-09,Mahnmal Dechanatstraße,Gedenkveranstaltung Reichspogromnacht
2021-11-11,2021-11-11,Marktplatz,Musik-Gottesdienst
2021-11-11,2021-11-11,Berliner Freiheit,DGSP auf dem Holzweg! So wird keine Psychatrie je gewaltfrei
2021-11-11,2021-11-11,Marktplatz,"Frieden, Versöhnung und Abrüstung"
2021-11-12,2021-11-12,Berliner Freiheit,DGSP auf dem Holzweg! So wird keine Psychatrie je gewaltfrei
2021-11-12,2021-11-12,Gerhard-Rohlfs-Straße,Friedenskundgebung
2021-11-13,2021-11-13,Marktplatz,"Gibt es Hoffnung für die Welt, Hoffnung für den Menschen??"
2021-11-13,2021-11-13,Domtreppen,Palästina Mahnwache
2021-11-13,2021-11-13,Ludwig-Roselius-Allee,Pferderennen
2021-11-15,2021-11-15,Universität ,Tarifverhandlungen öff. Dienst
2021-11-17,2021-11-17,Bahnhofsvorplatz,Protest gegen die Zerschlagung der DB
2021-11-18,2021-11-18,Liebfrauenkirchhof/Ecke Sögestr.,"Frieden, Versöhnung und Abrüstung"
2021-11-18,2021-11-18,Marktplatz,Cities for life - Städte gegen die Todesstrafe
2021-11-18,2021-11-18,Aufzug,Warnstreik Tarifrunde ÖD der Länder
2021-11-18,2021-11-18,Bahnhofsvorplatz,Wir stehen hier mit Maske und Abstand für ein Nie wieder
2021-11-19,2021-11-19,Domsheide auf Höhe Hausnummer 8,Rüstungshochburg Bremen
2021-11-19,2021-11-19,Gerhard-Rohlfs-Straße,Friedenskundgebung
2021-11-20,2021-11-20,Hanseatenhof,Tierrechte
2021-11-20,2021-11-20,Vor dem Kapitel 8,Palästina Mahnwache
2021-11-20,2021-11-20,Bahnhofsvorplatz,Ein Zeichen der Solidarität mit den 300.000 gewaltlosen Gewissens- und Meinungsgefangenen in Syrien
2021-11-20,2021-11-20,Platz rechts neben der Glocke,Trans Day of Remembrance
2021-11-24,2021-11-24,Aufzug,Tarifrunde der Länder
2021-11-25,2021-11-25,Sögestr. auf Höhe der Schweine,Internationaler Tag gegen Gewalt an Frauen
2021-11-25,2021-11-25,Otto-Brenner-Allee 44-46 vor dem Gebäude,Gewalt gg Frauen und Mädchen
2021-11-25,2021-11-25,Unterer Domshof,Tag gegen Gewalt an Frauen und Mädchen
2021-11-25,2021-11-25,Goetheplatz,Internationaler Tag gegen Gewalt an Frauen
2021-11-25,2021-11-25,Contrescarpe 72,",,kein ""Urbanes Gebiet"" in der Neustadt/Huckelriede an der Kornstraße!, B-Plan 2529 schadet der Bevölkerung - heute nicht auslegen!, Keine Politik für Renditejäger!, Ziehen Sie den B-Plan der Investoren zurück, Frau Schäfer!‘‘"
2021-11-25,2021-11-25,Liebfrauenkirchhof/Ecke Sögestr.,"Frieden, Versöhnung und Abrüstung"
2021-11-26,2021-11-26,Emder Straße 39,Warnstreik zur Begleitung der Tarifverhandlungen für den Entgelttarifvertrag
2021-11-26,2021-11-26,Domsheide vor der Glocke,Ausbildung Deutsche Post
2021-11-26,2021-11-26,Obernstraße,Warnstreik Einzelhandel Niedersachsen/Bremen
2021-11-26,2021-11-26,Am Börsenhof A ,"ambitionierten Klimaschutzbericht für Bremen verfassen, Klimaschutzmaßnahmen müssen Pariser Klimaabkommen zum Ziel haben"
2021-11-26,2021-11-26,Gerhard-Rohlfs-Straße,Friedenskundgebung
2021-11-27,2021-11-27,Rudolf-Hilferding-Platz,Entgeltgleichheit in der Bremer Straßenreinigung
2021-11-27,2021-11-27,Goetheplatz,Mahnwache zum internationalen Tag zur Beseitigung der Gewalt gegen Frauen
2021-11-27,2021-11-27,Vor dem Kapitel 8,Palästina Mahnwache
2021-11-30,2021-11-30,Hollerallee 77 (Chapeau la Vache),Stopfleber
2021-12-02,2021-12-02,Liebfrauenkirchhof/Ecke Sögestr.,Mahnwache für Frieden Versöhnung und Abrüstung
2021-12-02,2021-12-02,Aufzug,Protestaktion gegen die Anschaffung bewaffneter Drohnen
2021-12-03,2021-12-03,Rudolf-Hilferding-Platz,Weihnachtsgeld Beamte
2021-12-03,2021-12-03,Gerhard-Rohlfs-Straße,Friedenskundgebung
2021-12-04,2021-12-04,Vor Kapitel 8 (Domsheide 8),Frieden im Nahen Osten
2021-12-05,2021-12-05,Treckerkonvoi,Licht ins Dunkel
2021-12-06,2021-12-06,Platz rechts neben der Glocke,Probleme und Widersprüche in der Politik der Bundes- und Länderregierungen
2021-12-09,2021-12-09,Liebfrauenkirchhof/Ecke Sögestr.,Mahnwache für Frieden Versöhnung und Abrüstung
2021-12-10,2021-12-10,Gerhard-Rohlfs-Straße,Friedenskundgebung
2021-12-11,2021-12-11,Goetheplatz,Mahnwache zum internationalen Tag der Menschenrechte
2021-12-11,2021-12-11,Vor Kapitel 8 (Domsheide 8),Frieden im Nahen Osten
2021-12-11,2021-12-11,Aufzug,Humanitäre Situation von A. Öcalan
2021-12-11,2021-12-11,Vor der Kunsthalle ,Impfung: immer dreimal mehr wie du
2021-12-12,2021-12-12,Treckerkonvoi,Licht ins Dunkel
2021-12-16,2021-12-16,Vor dem Kapitel 8,Aktion gegen Tierleid in der Daunenindustrie
2021-12-16,2021-12-16,Liebfrauenkirchhof/Ecke Sögestr.,Mahnwache für Frieden Versöhnung und Abrüstung
2021-12-17,2021-12-17,Domsheide auf Höhe Hausnummer 8,Rüstungshochburg Bremen
2021-12-17,2021-12-17,Am Wall 198,Streik der Straßenreiniger
2021-12-17,2021-12-17,Gerhard-Rohlfs-Straße,Friedenskundgebung
2021-12-17,2021-12-17,Aufzug,Tag der kurdischen Flagge
2021-12-17,2021-12-17,Hillmannplatz,Aktion für mehr Nächstenliebe
2021-12-18,2021-12-18,Vor Kapitel 8 (Domsheide 8),Frieden im Nahen Osten
2021-12-23,2021-12-23,Liebfrauenkirchhof/Ecke Sögestr.,Mahnwache für Frieden Versöhnung und Abrüstung
2021-12-24,2021-12-24,Marktplatz,Ökumenischer Gottesdienst
2021-12-24,2021-12-24,Hospiz Sirius,"Christvesper an Heiligabend / Ein ganz besonderes Geschenk - Sacharja 9,9"
2021-12-26,2021-12-26,Bürgerhaus Weserterrasen -> Jürgenshof,Weihnachten unter dem Sternenhimmel
2021-12-28,2021-12-28,Bürgerweide,"Ein Licht, ein Leben"
2021-12-30,2021-12-30,Marktplatz,Schluss mit dem sterben in türkischen Gefängnisssen
2021-12-26,2021-12-26,Marktplatz,Friedenskerzenaktion
2021-12-30,2021-12-30,Marktplatz,Gegendemonstration zur Querdenken Demonstration
2021-12-31,2021-12-31,Am Fuchsberg (um die JVA herum),Silvester am Knast
2022-01-03,2022-01-03,Marktplatz,Probleme und Widersprüche in der Politik der Bundes- und Länderregierungen
2022-01-06,2022-01-06,Liebfrauenkirchof,"Frieden, Versöhnung und Abrüstung"
2022-01-07,2022-01-07,Rembertiring 8-12 vor SKB,Kinder schützen! Mehr Infektionsschutz an Schulen - wissenschaftliche Erkenntnisse umsetzen!
2022-01-07,2022-01-07,Langemarckstr.,Gedenkkundgebung 17. Todestag
2022-01-07,2022-01-07,Gerhard-Rohlfs-Straße,Friedenskundgebung
2022-01-08,2022-01-08,Grasmarkt,Frieden im Nahen Osten
2022-01-08,2022-01-08,Marktplatz,20. Jahrestag der Errichtung des Lagers Guantanamo
2022-01-08,2022-01-08,Grasmarkt,alt sein heißt nicht stumm sein
2022-01-08,2022-01-08,Hanseatenhof,Tierrechte
2022-01-08,2022-01-08,Marktplatz,RWE/Zerstörung Lützerath
2022-01-08,2022-01-08,Marktplatz,Ermordung von drei kurdischen Aktivistinnen in Paris am 09.01.2013
2022-01-08,2022-01-08,Domshof,Schiitische Trauerfeier
2022-01-08,2022-01-08,Eingang Helenenstraße,systematische Vernichtung von Lebensmitteln
2022-01-09,2022-01-09,ZBV-Fläche,Keine Impflicht für Kinder
2022-01-10,2022-01-10,Marktplatz,Für solidarische Krisenbewältigung gegen Hetze und Corona-Ignoranz
2022-01-11,2022-01-11,Vor der Sozialbehörde,Petition Hiergeblieben - Bleiberecht statt Umverteilung
2022-01-11,2022-01-11,Stresemannstr. / Bennigsenstr.,Protest gegen Baumfällungen für die Querspange Ost
2022-01-13,2022-01-13,Liebfrauenkirchhof/Ecke Sögestr.,Mahnwache für Frieden Versöhnung und Abrüstung
2022-01-14,2022-01-14,Gerhard-Rohlfs-Straße,Friedenskundgebung
2022-01-15,2022-01-15,Grasmarkt,Frieden im Nahen Osten
2022-01-15,2022-01-15,Marktplatz,Ohne Hoffnung? Gibt es Hoffnung in 2022?
2022-01-15,2022-01-15,Marktplatz,Politische Lage in Bosnien-Herzegowina
2022-01-17,2022-01-17,Marktplatz,Für solidarische Krisenbewältigung gegen Hetze und Corona-Ignoranz
2022-01-17,2022-01-17,Aufzug,Holt Sie an Land mit dem blauen Band - Kein Montagsspaziergang!
2022-01-18,2022-01-18,Sparkasse Bremen ,Warnstreik öffentliche Banken
2022-01-20,2022-01-20,Liebfrauenkirchhof/Ecke Sögestr.,Mahnwache für Frieden Versöhnung und Abrüstung
2022-01-21,2022-01-21,Gerhard-Rohlfs-Straße,Friedenskundgebung
2022-01-21,2022-01-21,Domsheide vor Hausnummer 8,Rüstungshochburg Bremen
2022-01-21,2022-01-21,Roland - Viertel - Schlachte - Hbf,Tierschutz / gegen Massentierhaltung
2022-01-21,2022-01-21,Domsheide vor Hausnummer 8,Rüstungshochburg Bremen
2022-01-22,2022-01-22,Grasmarkt,Haifischflossenhandel in Europa
2022-01-22,2022-01-22,Grasmarkt,Frieden im Nahen Osten
2022-01-22,2022-01-22,Ulrichsplatz,China: Kein Gold für Menschenrechte
2022-01-22,2022-01-22,Hanseatenhof,Tierrechte
2022-01-22,2022-01-22,Marktplatz,LeiseWirdSichtbar - Infektionsschutz an Schulen stärken
2022-01-22,2022-01-22,Marktplatz,Jahrestag der ersten kurdischen Republik
2022-01-22,2022-01-22,Marktplatz,Jahrestag des Atomwaffenverbotsvertrages
2022-01-24,2022-01-24,Marktplatz,Für solidarische Krisenbewältigung gegen Hetze und Corona-Ignoranz
2022-01-25,2022-01-25,Hollerallee 77 (Restaurant Chapeau la Vache),Umgang mit der Stopfleber
2022-01-27,2022-01-27,Werdersee,"Freigabe der Corona-Impfstoff-Patente und Unterstützung der Europäischen BürgerInnen-Initiative ""Kein Profit durch die Pandemie"""
2022-01-27,2022-01-27,Liebfrauenkirchhof/Ecke Sögestr.,Mahnwache für Frieden Versöhnung und Abrüstung
2022-01-27,2022-01-27,Walsroder Straße neben Hausnummer 9,Gedenken an Häftlinge des KZ Mißler
2022-01-28,2022-01-28,Gerhard-Rohlfs-Straße,Friedenskundgebung
2022-01-29,2022-01-29,Grasmarkt,Frieden im Nahen Osten
2022-01-29,2022-01-29,Marktplatz,Jahrestag der Machtübertragung an Hitler
2022-01-29,2022-01-29,Domshof,Bremen zeigt Haltung für Solidarität in der Pandemie
2022-01-30,2022-01-30,Jacob-Wolff-Platz,Gedenken an Opfer des Nationalsozialismus
2022-01-30,2022-01-30,Findorffmarkt,Sonntagsspaziergang für Freiheit und Grundrechte
2022-01-31,2022-01-31,Marktplatz,Mit Solidarität aus der Krise. Gegen Verschwörungsideolog*innen. Gegen Hetze. Gegen sozialdarwinistischen Drang der Coronamaßnahmen-Gegner*innen.
